domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),forc microscop,tube scanner pt,1,0.0,2012.0,,2305934a-a2f7-4e0f-aa81-9af9b569fc27
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),oper power system,power system,1,0.0,2019.0,,7f6a5e18-751c-498d-9b6e-ca84a4454fee
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),fault power system,power system,1,0.0,2020.0,,858c5721-91b6-44c2-add2-e82a41197f19
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),fault power system,fault power,1,0.0,2020.0,,858c5721-91b6-44c2-add2-e82a41197f19
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power system fault,oper power,1,0.0,2021.0,,79af9953-64ee-49a0-9d05-d699fe76d923
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power system fault,system fault power,1,0.0,2021.0,,79af9953-64ee-49a0-9d05-d699fe76d923
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power system fault,fault power,1,0.0,2021.0,,79af9953-64ee-49a0-9d05-d699fe76d923
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),oper power,system fault power,1,0.0,2021.0,,79af9953-64ee-49a0-9d05-d699fe76d923
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),oper power,power system fault,1,0.0,2021.0,,79af9953-64ee-49a0-9d05-d699fe76d923
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),oper power,fault power,1,0.0,2021.0,,79af9953-64ee-49a0-9d05-d699fe76d923
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),system fault power,oper power,1,0.0,2021.0,,79af9953-64ee-49a0-9d05-d699fe76d923
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),system fault power,power system fault,1,0.0,2021.0,,79af9953-64ee-49a0-9d05-d699fe76d923
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),system fault power,fault power,1,0.0,2021.0,,79af9953-64ee-49a0-9d05-d699fe76d923
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),stabil system,stabil analysi,1,0.0,2020.0,,f6a3cc4f-372e-4190-888a-c0405b13804e
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),system negativepass,system passiv,1,0.0,2013.0,,12c29b9c-81b4-4669-9d1d-4d6bcfba2c86
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),system negativepass,properti system,1,0.0,2013.0,,12c29b9c-81b4-4669-9d1d-4d6bcfba2c86
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),system passiv,system negativepass,1,0.0,2013.0,,12c29b9c-81b4-4669-9d1d-4d6bcfba2c86
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),system passiv,properti system,1,0.0,2013.0,,12c29b9c-81b4-4669-9d1d-4d6bcfba2c86
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),system passiv,stabil analysi,1,0.0,2014.0,,cdbe79f7-5726-43ed-8d9a-5cf515e02956
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),properti system,system passiv,1,0.0,2013.0,,12c29b9c-81b4-4669-9d1d-4d6bcfba2c86
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),properti system,system negativepass,1,0.0,2013.0,,12c29b9c-81b4-4669-9d1d-4d6bcfba2c86
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),stabil analysi,system passiv,1,0.0,2014.0,,cdbe79f7-5726-43ed-8d9a-5cf515e02956
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),stabil analysi,stabil system,1,0.0,2020.0,,f6a3cc4f-372e-4190-888a-c0405b13804e
