domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),paper machin,commun wireless,1,0.0,2021.0,,ab242119-8a3e-4833-8f30-58faeb9e7c02
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),congest wireless network,wireless network caus,1,0.0,2018.0,,0bb7a2cf-f9db-43fd-bc32-f3e307f514dd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),network caus system,router load,1,0.0,2018.0,,0bb7a2cf-f9db-43fd-bc32-f3e307f514dd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),network caus system,congest wireless network,1,0.0,2018.0,,0bb7a2cf-f9db-43fd-bc32-f3e307f514dd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),network caus system,wireless network caus,1,0.0,2018.0,,0bb7a2cf-f9db-43fd-bc32-f3e307f514dd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),wireless network caus,network caus system,1,0.0,2018.0,,0bb7a2cf-f9db-43fd-bc32-f3e307f514dd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),wireless network caus,router load,1,0.0,2018.0,,0bb7a2cf-f9db-43fd-bc32-f3e307f514dd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),wireless network caus,congest wireless network,1,0.0,2018.0,,0bb7a2cf-f9db-43fd-bc32-f3e307f514dd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),router load,network caus system,1,0.0,2018.0,,0bb7a2cf-f9db-43fd-bc32-f3e307f514dd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),router load,congest wireless network,1,0.0,2018.0,,0bb7a2cf-f9db-43fd-bc32-f3e307f514dd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),router load,wireless network caus,1,0.0,2018.0,,0bb7a2cf-f9db-43fd-bc32-f3e307f514dd
