domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",paper spectrum,network signaltonois,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",tumor detect,brain tumor,1,0.0,2019.0,,c2168071-b84a-46e7-b361-081cddac9c45
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",brain tumor detect,detect issu,1,0.0,2019.0,,c2168071-b84a-46e7-b361-081cddac9c45
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",brain tumor detect,tumor detect,1,0.0,2019.0,,c2168071-b84a-46e7-b361-081cddac9c45
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",brain tumor detect,brain tumor,1,0.0,2019.0,,c2168071-b84a-46e7-b361-081cddac9c45
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",detect issu,tumor detect,1,0.0,2019.0,,c2168071-b84a-46e7-b361-081cddac9c45
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",detect issu,brain tumor detect,1,0.0,2019.0,,c2168071-b84a-46e7-b361-081cddac9c45
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",detect issu,brain tumor,1,0.0,2019.0,,c2168071-b84a-46e7-b361-081cddac9c45
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",qualiti servic,network wireless,1,0.0,2011.0,,08abc757-2e5f-4151-b073-0c4cd4d8a48b
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",qualiti servic,adhoc network,1,0.0,2011.0,,08abc757-2e5f-4151-b073-0c4cd4d8a48b
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",adhoc network,network wireless,1,0.0,2011.0,,08abc757-2e5f-4151-b073-0c4cd4d8a48b
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",adhoc network,qualiti servic,1,0.0,2011.0,,08abc757-2e5f-4151-b073-0c4cd4d8a48b
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network wireless,adhoc network,1,0.0,2011.0,,08abc757-2e5f-4151-b073-0c4cd4d8a48b
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network wireless,qualiti servic,1,0.0,2011.0,,08abc757-2e5f-4151-b073-0c4cd4d8a48b
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",perform comparison,wireless commun system,1,0.0,2011.0,,196a93e4-0740-43d0-9347-40cb00bf15ca
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",perform comparison,perform comparison fade,1,0.0,2011.0,,196a93e4-0740-43d0-9347-40cb00bf15ca
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",wireless commun system,perform comparison,1,0.0,2011.0,,196a93e4-0740-43d0-9347-40cb00bf15ca
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",wireless commun system,perform comparison fade,1,0.0,2011.0,,196a93e4-0740-43d0-9347-40cb00bf15ca
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",perform comparison fade,wireless commun system,1,0.0,2011.0,,196a93e4-0740-43d0-9347-40cb00bf15ca
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",perform comparison fade,perform comparison,1,0.0,2011.0,,196a93e4-0740-43d0-9347-40cb00bf15ca
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network phenomenon,commun detect network,1,0.0,2017.0,,4a5a7711-dcc9-42a2-8abf-3a760138ca3c
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network phenomenon,commun detect,1,0.0,2017.0,,4a5a7711-dcc9-42a2-8abf-3a760138ca3c
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",commun detect,commun detect network,1,0.0,2017.0,,4a5a7711-dcc9-42a2-8abf-3a760138ca3c
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",commun detect,network phenomenon,1,0.0,2017.0,,4a5a7711-dcc9-42a2-8abf-3a760138ca3c
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",commun detect network,network phenomenon,1,0.0,2017.0,,4a5a7711-dcc9-42a2-8abf-3a760138ca3c
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",commun detect network,commun detect,1,0.0,2017.0,,4a5a7711-dcc9-42a2-8abf-3a760138ca3c
